Doctor Name,About the Doctor
Prof. Dr. med. Eva Mohler,"Prof. Dr. med. Eva Mohler is a highly experienced and respected doctor specializing in child and adolescent psychiatry and psychotherapy. With over 30 years of experience, she has made significant contributions to the field through her extensive research and numerous scientific publications totaling 428. As one of the first child psychiatrists in Germany, she has demonstrated the link between intrauterine stress and the behavioral development of infants. Prof. Dr. Mohler is known for her expertise in early childhood mental disorders and has played a vital role in developing guidelines for this area. She has also managed several clearing projects and set the START short-term stabilization program for unaccompanied refugee minors. Prof. Dr. Mohler is actively involved in international scientific cooperation, collaborating with prestigious institutions such as Harvard University and Colorado State University. Currently, she serves as the Director of the Department of child and adolescent psychiatry, psychosomatics, and psychotherapy at the University Hospital Saarland Homburg, where she continues to provide exceptional care to her patients."
PD. Dr. med. Lorenz Thurner,"PD. Dr. med. Lorenz Thurner is an experienced doctor specializing in oncology, hematology, immunology, and rheumatology. With 14 years of experience, Dr. Thurner has established himself as a highly skilled and knowledgeable physician. He obtained his medical license after studying human medicine at Saarland Medical School of Homburg, where he completed his medical thesis on Wegener's granuloma. Dr. Thurner's career highlights include a post-doctoral internship in internal medicine, hematology, and oncology at the University Hospital Saarland Homburg, where he currently serves as a Senior Physician in the Department of oncology, hematology, clinical immunology, and rheumatology. This demonstrates his extensive expertise in these fields. Furthermore, Dr. Thurner has published 116 scientific publications, showcasing his commitment to research and staying at the forefront of medical advancements. His publications cover many topics, including autoimmune diseases, lymphoma, and the immune response in cancer patients. This indicates his dedication to improving patient care through continuous learning and innovation. In summary, PD. Dr. med. Lorenz Thurner is a renowned doctor in Germany, known for his specialization in oncology, hematology, immunology, and rheumatology. With years of experience, a successful career, and numerous scientific publications, Dr. Thurner is highly regarded for his expertise and commitment to advancing medical knowledge and providing excellent patient care."
Prof. Dr. med. Marcin Krawczyk,"Prof. Dr. med. Marcin Krawczyk is a highly skilled and experienced doctor specializing in internal medicine, gastroenterology, hepatology, endocrinology, and nutritional therapy. With 8 years of experience, he has significantly impacted the healthcare field. Dr. Krawczyk is a Consultant Hepatologist and the Head of the Department of gastroenterology, hepatology, endocrinology, diabetology, and nutritional medicine at the University Hospital Saarland Homburg in Germany. Dr. Krawczyk's career highlights include being the Head of the Laboratory of Metabolic Liver Diseases at Warsaw Medical University and serving as a member of the Board of the German Liver Society. He is also a laureate of the scientific award of the weekly ""Politics"" and the winner of the ""Supertalents in Medicine"" competition. These achievements showcase his expertise and dedication to advancing medical knowledge. Furthermore, Dr. Krawczyk's extensive list of scientific publications, which includes over 1200 papers, demonstrates his valuable contributions to the field. His research focuses on genetic variations related to liver diseases, such as hepatocellular carcinoma, cirrhosis, and non-alcoholic fatty liver disease. With his specialized expertise, renowned publications, and leadership roles, Prof. Dr. med. Marcin Krawczyk is considered an outstanding doctor in his field. Patients can trust his knowledge and skills to provide top-quality care for gastroenterological, hepatological, and endocrine conditions."
Prof. Dr. med. Michael Bohm,"Prof. Dr. med. Michael Bohm is a highly accomplished doctor specializing in internal medicine and cardiology, with 39 years of experience. He works at the Department of Cardiology, Angiology, and Intensive Care Unit at the University Hospital Saarland Homburg in Germany. Dr. Bohm has an impressive academic background, obtaining his medical degree from the Medical School of Hannover and completing fellowships in Cardiology at the prestigious Ludwig Maximilians-University in Munich. Dr. Bohm has received numerous awards and honors throughout his career, including the Research Award from the Federal Ministry for Youth, Family, Women, and Health and the Theodor Frerichs Prize of the German Society for Internal Medicine. He has also been recognized for his research contributions, with over 2974 scientific publications. Dr. Bohm's research interests include predictors and outcomes in primary depression care, gender differences in therapeutic recommendations after diagnostic coronary angiography, and stem-cell gene therapy for the Wiskott-Aldrich syndrome. Dr. Bohm's extensive experience, expertise, and dedication to advancing medical knowledge make him a highly respected and sought-after doctor in cardiology. His impressive track record and commitment to research ensure that his patients receive the most up-to-date and effective treatments available."
Prof. Dr. med. Danilo Fliser,"Prof. Dr. med. Danilo Fliser is an experienced and highly accomplished doctor specializing in internal medicine and nephrology. With over 33 years of experience, Prof. Fliser has a wealth of knowledge and expertise. He obtained his medical degree from the University of Ljubljana, Slovenia, and went on to specialize in internal medicine and nephrology. Throughout his career, Prof. Fliser has held various academic positions and has been recognized for his outstanding contributions to the field. He has received several prestigious awards and accolades, including the Nils Alwall and Franz Volhard prizes. Prof. Fliser has also been actively involved in research, with over 623 scientific publications. Prof. Fliser works at the Department of Nephrology and Hypertension Diseases at the University Hospital Saarland Homburg in Germany. His dedication to his patients and commitment to advancing the field of nephrology make him a highly respected and sought-after doctor. With a focus on research and a deep understanding of the complexities of kidney diseases, Prof. Fliser is at the forefront of innovative treatments and therapies. His vast experience and passion for improving patient outcomes make him a trusted and reliable choice for individuals seeking expert care in internal medicine and nephrology."
Prof. Dr. med. Robert Bals,"Prof. Dr. med. Robert Bals is a highly experienced doctor with 29 years of experience in the field of internal medicine, pulmonology, and allergology. He obtained his medical degree from the Ludwig Maximilian University of Munich and later pursued a postdoctoral fellowship at the University of Pennsylvania. Dr. Bals is the Head of the Department of pulmonology, allergology, and respiratory medicine at the University Hospital Saarland in Homburg, Germany. His extensive list of scientific publications makes Dr. Bals exceptional in his profession, with 578 publications to his name. These publications cover a wide range of topics, including the prediction of COVID-19 deterioration, integrated genomic surveillance, and the characterization of severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) infection clusters. His research contributions have provided valuable insights into the field of respiratory medicine and have helped in advancing patient care. Dr. Bals is also a member of prestigious medical societies such as the Cystic Fibrosis Society, the European Respiratory Society, and the American Thoracic Society, among others. These affiliations highlight his commitment to staying updated with the latest developments in his field and his dedication to providing the best possible care to his patients. With his wealth of knowledge and expertise, Dr. Bals is undoubtedly a top choice for anyone seeking specialized internal medicine, pulmonology, or allergology treatment."
Prof. Dr. med. Berthold Seitz,"Prof. Dr. med. Berthold Seitz is a highly experienced ophthalmologist with over 35 years of experience in the field. He is currently working as the Director of the Department of Ophthalmology at the University Hospital Saarland in Homburg, Germany. Dr. Seitz has achieved numerous accomplishments throughout his impressive career and received prestigious awards. Notably, he has made significant contributions to the field of corneal transplantation, particularly in minimizing postoperative astigmatism. He specializes in cataract surgery and the calculation of artificial lenses after corneal refractive surgery. Additionally, Dr. Seitz is renowned for his expertise in the technique of amniotic membrane transplantation and its integration into the cornea. Dr. Seitz's dedication to his profession is evident in his extensive list of scientific publications, which includes over 1398 papers. His research focuses on various aspects of ophthalmology, including keratoplasty procedures and managing conditions such as diabetic macular edema and bacterial keratitis. With his wealth of experience, expertise, and numerous accolades, Prof. Dr. med. Berthold Seitz is considered one of the leading ophthalmologists in Germany. His commitment to advancing the field of ophthalmology and improving patient outcomes sets him apart as an exceptional doctor."
Prof. Dr. med. Bernhard Schick,"Prof. Dr. med. Bernhard Schick is a highly experienced doctor specializing in otolaryngology and plastic facial surgery, with over 30 years of experience. He obtained his medical degree and completed his specialization at the Philipps University of Marburg. Dr. Schick has an impressive career history, having served as a senior physician at the University Hospital Erlangen and later becoming the head of the Department of otolaryngology, head and neck tumor center at the University Hospital Saarland Homburg. One of the most fascinating aspects of Dr. Schick's career is his involvement in pioneering research and treatments. He has developed a new transplant for the surgical treatment of hearing impairments in collaboration with the Leibniz Institute for Research on New Materials at the University of Saarland. Additionally, he has been actively studying neural monitoring of the inner ear function, contributing to advancements in the field. Dr. Schick has also made significant contributions to scientific literature, with over 495 publications. His research covers various topics, including hemangiomas and vascular malformations of the head and neck, antibiotic prescription rates in children, and nasal reconstruction for nasal carcinoma. Overall, Prof. Dr. med. Bernhard Schick is highly regarded in the medical field for his expertise in otolaryngology and plastic facial surgery, innovative research, and extensive publications. His dedication to improving patient care and advancing medical knowledge make him an exceptional doctor."
Prof. Dr. med. Michael Stockle,"Prof. Dr. med. Michael Stockle is a highly experienced urologist with over 40 years of practice, currently working at the University Hospital Saarland Homburg in Germany. He has a distinguished career, having obtained his medical degree from renowned universities and completing his specialist certification in urology. Throughout his career, Prof. Stockle has held various leadership positions and has been recognized for his contributions to the field. He has been the Director and University Professor of the Department of Urology, including the prostate cancer center at the Christian Albrechts University in Kiel and the University Hospital Saarland Homburg. His expertise is evident in his extensive scientific publications, with a total of 709 publications to his name, covering a wide range of urological topics. Prof. Stockle has also been involved in numerous professional organizations, serving as the General Secretary of the German Society for Urology and founding chairman of various urological oncology and robotic surgery working groups. With his vast experience and dedication to urology, Prof. Dr. med. Michael Stockle is considered a leading figure in the field and is well-equipped to provide high-quality patient care."
Prof. Dr. med. Thomas Vogt,"Prof. Dr. med. Thomas Vogt is a highly experienced dermatologist with 34 years of experience. He works at the Department of Dermatology, Venerology, and Allergology, Skin Tumor Center at the University Hospital Saarland Homburg in Germany. Dr. Vogt's impressive career includes a wide range of accomplishments and contributions to the field of dermatology. Dr. Vogt has a diverse background with extensive training and research experience. He completed his medical studies at Ludwig Maximilian University of Munich and specialized in dermatology at the University Hospital Regensburg. He has also worked as an intern and assistant physician in various medical departments. In addition, Dr. Vogt has conducted research internships in renowned institutions such as the California Institute of Biological Research and the Sidney Kimmel Cancer Center of San Diego. One of the notable aspects of Dr. Vogt's career is his intense focus on research. He has published 969 scientific publications covering various dermatology and skin cancer topics. His research contributions have helped advance our understanding of different dermatological conditions and have potential implications for developing new treatments. With his vast experience, diverse background, and numerous scientific publications, Prof. Dr. med. Thomas Vogt is considered an expert in the field of dermatology. His commitment to research and dedication to advancing the field make him a highly respected and valued doctor."
Prof. Dr. med. Klaus Fabbender,"Prof. Dr. med. Klaus Fabbender is a highly experienced neurologist with over 34 years of experience. He obtained his medical degree from prestigious universities such as Wayne State, Padua, and Johannes Gutenberg University of Mainz. With a specialization in neurology, Prof. Fabbender has made significant contributions to the field through his extensive research and publications, totaling 473 scientific papers. Throughout his career, Prof. Fabbender has held positions in renowned institutions such as the Max Planck Institute of Psychiatry, Heidelberg University, and the University Hospital Saarland Homburg, where he currently serves as the Head of the Department of Neurology. He has also demonstrated exceptional leadership skills, serving as the Vice President for Planning and Development Strategy at the University of Saarland. One of the remarkable aspects of Prof. Fabbender's career is his dedication to preventing and treating dementia. He founded the German Institute for the Prevention of Dementia and has been actively involved in various organizations focused on dementia, including his presidency of the European Association of Memory Clinics. His expertise in this area highlights his commitment to improving patient outcomes and advancing the understanding of neurodegenerative diseases. With a wealth of experience, many publications, and a focus on dementia, Prof. Dr. med. Klaus Fabbender stands out as a highly respected and accomplished neurologist. His contributions to the field, leadership roles, and dedication to dementia research make him an excellent choice for patients seeking specialized neurological care."
Prof. Dr. med. Matthew Riemenschneider,"Prof. Dr. med. Matthew Riemenschneider is a highly accomplished psychiatrist and psychotherapist in Homburg, Germany. With extensive education and specialization, Dr. Riemenschneider brings knowledge and expertise to his practice at the Department of Psychiatry and Psychotherapy at the University Hospital Saarland Homburg. His impressive academic background, extensive experience, and research contributions set Dr. Riemenschneider apart. With over 346 scientific publications, he has made significant contributions to psychiatry and psychotherapy. His research focuses on various aspects, including the neuropathology of viral infections, diagnostic imaging techniques, and the genetic etiology of Alzheimer's disease and related dementias. Dr. Riemenschneider's dedication and passion for his work make him a trusted and respected professional in his field. His commitment to advancing knowledge and finding innovative treatment approaches makes him an invaluable asset to the medical community. Patients can find solace in knowing they are in the hands of a doctor who is knowledgeable and continuously striving to improve the understanding and treatment of mental health conditions."
Prof. Dr. med. Joachim Oertel,"Prof. Dr. med. Joachim Oertel is a highly experienced neurosurgeon with 27 years of practice. He is currently the Medical Director and Head of the Department of Neurosurgery at the University Hospital Saarland Homburg in Germany. Prof. Oertel's impressive career includes various positions and achievements, highlighting his expertise in the field. After completing his medical studies at the Hannover Medical School, Prof. Oertel underwent specialized neurology and general surgery training at prestigious institutions such as Beth Israel Hospital and Brigham and Women's Hospital in Boston. He obtained his license for medical practice and further pursued his education in neurosurgery, earning his specialization in 2003. Prof. Oertel's dedication to research and innovation is exemplified by his extensive list of scientific publications, numbering 433. These publications cover various topics, including neurooncology and spine surgery. His contributions to the field have been recognized through multiple awards and appointments, such as the Scientific Chair of the International Federation of Neurosurgical Societies. With his wealth of knowledge and experience, Prof. Oertel is highly regarded in neurosurgery. He is known for his exceptional skills and expertise in treating complex neurological conditions, particularly in neurooncology and spine surgery. Patients can trust in his proficiency and commitment to providing the best possible care."
"Prof. Dr. med. Arno Bucker, M.Sc.","Prof. Dr. med. Arno Bucker, M. Sc. is a highly experienced doctor specializing in diagnostic and interventional radiology. With 31 years of experience, he is the Medical Director of the Department of diagnostic and interventional radiology at the prestigious University Hospital Saarland Homburg in Germany. His extensive CV includes studying human medicine and obtaining a license for medical practice, as well as defending a dissertation and getting specialization in his field. Dr. Bucker's expertise is widely recognized, as he is a member of several professional societies, including the German Society for Interventional Radiology and Minimally Invasive Therapy, the German X-ray Society, and the Radiological Society of North America. Dr. Bucker's achievements are impressive, having been the former chairman of the German Society for Interventional Radiology and the editor of RoeFo, a renowned interventional radiology journal. He has also received prestigious awards such as the Friedrich Wilhelm Prize and the Wilhelm Conrad Roentgen Prize. With 244 scientific publications to his name, Dr. Bucker is actively involved in research and is focused on areas such as interventional magnetic resonance tomography, prostatic artery embolization, and the availability of interventional oncology in Germany. Overall, Dr. Arno Bucker is a highly respected diagnostic and interventional radiology doctor. His extensive experience, notable achievements, and active involvement in research make him a top choice for patients seeking high-quality and innovative radiological care."
Prof. Dr. med. Christian Rube,"Prof. Dr. med. Christian Rube is a highly accomplished radiation oncologist with specialization in radiation therapy. With a wealth of experience and expertise in his field, he has made significant contributions to the medical community. Based in the Department of radiation therapy and radiation oncology at the University Hospital Saarland Homburg in Germany, Dr. Rube's career is distinguished by his 235 scientific publications. Dr. Rube's extensive research and publications demonstrate his commitment to advancing the field of radiation oncology. His studies have touched on various aspects of cancer treatment, including chemotherapy and radiotherapy for head and neck cancer, lung cancer, and rectal cancer. He has also contributed to developing treatment protocols for pediatric malignancies and renal tumors. Considering Dr. Rube's impressive career and dedication to research, it is evident that he is highly proficient in his field. His extensive knowledge and expertise make him a valuable asset to the medical profession. Dr. Rube's contributions have the potential to impact the treatment and care of cancer patients significantly, and his work continues to provide valuable insights and advancements in the field of radiation therapy. In summary, Prof. Dr. med. Christian Rube is a respected radiation oncologist with a specialization in radiation therapy. His significant scientific publications and contributions demonstrate his expertise and dedication to advancing cancer treatment. Working at the University Hospital Saarland Homburg in Germany, Dr. Rube's work has the potential to make a positive impact on the lives of cancer patients."
Prof. Dr. med. Samer Ezziddin,"Prof. Dr. med. Samer Ezziddin is a highly experienced and accomplished nuclear medicine specialist with 26 years of experience. He obtained his medical license after studying human medicine at the Goethe University Frankfurt. Dr. Ezziddin also has a board certification in nuclear medicine from the University Hospital Bonn and a Master of Science degree from the University of Bonn. He has worked at prestigious institutions such as the University Hospital Bonn. He is currently the Professor and Director of the Department of Nuclear Medicine at the University Hospital Saarland Homburg in Germany. Dr. Ezziddin has significantly contributed to nuclear medicine with over 250 scientific publications. His research focuses on radioembolization, a unique treatment for hepatocellular carcinoma. He has received recognition for his work, including the Hans-Creutzig Award from the Rhein-Westfalia Society of Nuclear Medicine. Dr. Ezziddin is also actively involved in various committees and expert panels, contributing to advancing nuclear medicine. Dr. Ezziddin's impressive career and expertise make him a highly respected and sought-after specialist in nuclear medicine. Patients can trust his knowledge and experience to provide exceptional care and innovative treatments for their medical conditions. As the Director of the Department of Nuclear Medicine, Dr. Ezziddin continues contributing to the field through research, publications, and leadership."
Prof. Dr. med. Wolfgang Reith,"Prof. Dr. med. Wolfgang Reith is a highly experienced and accomplished diagnostic and interventional neuroradiology doctor. With 34 years of experience, he has made significant contributions to the medical field. His career highlights include obtaining a license for medical practice and board certification in diagnostic radiology. He also defended a dissertation on the CO2 reactivity of the middle cerebral artery in carotid artery obstruction. Additionally, he completed a habilitation on perfusion and diffusion-weighted magnetic resonance imaging in the early diagnosis of acute stroke. Dr. Reith has held various positions at esteemed medical institutions throughout his career. He has worked as an intern and fellow at the Department of Neurology at the University Hospital Heidelberg and as a fellow in Neuroradiology at the same institution. He also gained experience through scientific internships and assistant physician roles at reputable medical centers. Currently, he holds the Head of the Department of diagnostic and interventional neuroradiology position at the University Hospital Saarland Homburg in Germany. Dr. Reith's expertise in diagnostic and interventional neuroradiology is reflected in his extensive list of scientific publications, which amounts to 652. These publications cover various topics, including treating intracranial aneurysms, diagnosing stroke, and using magnetic resonance imaging (MRI) in psychiatric disorders. With his vast experience and research contributions, Dr. Reith is considered a leading expert in his field."
Prof. Dr. med. Matthias Karl,"Prof. Dr. med. Matthias Karl is a highly experienced dentist and implantologist with over 20 years of experience in the field. He completed his dentistry studies in Erlangen and went on to defend his dissertation in dentistry in 2004. Prof. Dr. Karl has a solid academic background as an ITI Scholar at the University of Connecticut and received his postdoctoral lecture qualification in 2008. He currently serves as the Department of Dental Prosthetics Chair at the University Hospital Saarland Homburg in Germany. One of the most impressive aspects of Prof. Dr. Karl's career is his extensive publication record, with 342 scientific publications. His research focuses on various aspects of dentistry and implantology, including studies on primary and secondary stability of implant designs, dental education, and novel treatment methods. This demonstrates his commitment to advancing the field and providing the best possible care to his patients. Prof. Dr. Karl's expertise and dedication make him a highly sought-after professional in the field of dentistry. His years of experience, specialized knowledge in implantology, and innovative research make him a trusted and respected figure in the industry. Patients can have confidence in his ability to provide excellent dental care and stay informed about the latest advancements in the field."
Prof. Dr. med. Markus W. Buchler,"Prof. Dr. med. Markus W. Buchler is a highly experienced and renowned doctor specializing in general, visceral, and transplant surgery. With 44 years of experience, he has made significant contributions to the medical field. Currently working at University Hospital Heidelberg in Germany, Prof. Buchler serves as the Chairman of the Department of General, Abdominal, and Transplant Surgery. What sets Prof. Buchler apart is his extensive list of accolades and achievements. He has been honored with numerous titles and appointments, including being an Honorary Professor and Doctor at various universities worldwide. He has also served as the President of esteemed medical associations and societies, further highlighting his expertise and leadership in the field. In addition to his impressive career, Prof. Buchler has published 1757 scientific publications, focusing on diverse topics such as pancreatic cancer, chronic pancreatitis, and surgical techniques. His research has provided invaluable insights into these conditions and helped advance the field of surgery. With his vast experience, impressive credentials, and dedication to research, Prof. Dr. med. Markus W. Buchler is considered a highly skilled and respected doctor. Patients can trust in his expertise and knowledge, knowing that they are in the hands of a genuinely exceptional surgeon."
Prof. Dr. med. Patrick Gunther,"Prof. Dr. med. Patrick Gunther is a highly experienced and renowned pediatric surgeon at the University Hospital Heidelberg in Germany. With over 27 years of experience, Dr. Gunther has established himself as a leading expert in pediatric surgery. His extensive CV showcases his dedication to his profession, including a doctoral thesis in pediatric radiology and obtaining a specialization in pediatric surgery. Throughout his career, Dr. Gunther has held various positions at the University Hospital Heidelberg, starting as an Assistant Physician and becoming the Chief Physician in the pediatric surgery Department. He is also the Head of the Institute for private consultation hours and a special consultation hour for gastroesophageal reflux. Dr. Gunther's expertise is further exemplified by his impressive list of 173 scientific publications, highlighting his focus on research and advancements in pediatric surgery. His notable achievements include winning poster prizes from the German Society of Pediatric Surgery and being a member of the German Society of Pediatric Surgery and the German Society of Surgery. With his vast experience, dedication to research, and leadership roles, Prof. Dr. med. Patrick Gunther is regarded as an exceptional pediatric surgeon. His contributions to the field and commitment to providing the best care for his patients make him a highly respected and sought-after doctor."
Prof. Dr. med. Gerhard Schmidmaier,"Prof. Dr. med. Gerhard Schmidmaier is an experienced and highly knowledgeable doctor specializing in orthopedics, traumatology, and accident and reconstructive surgery. With 26 years of experience and a remarkable academic background, Dr. Schmidmaier is regarded as an expert in his field. He obtained his medical license after completing his studies at the Technical University of Munich, where he earned his doctoral degree. Dr. Schmidmaier further specialized in accident and reconstructive surgery, obtaining additional specializations in trauma surgery, orthopedics, and special accident surgery. Dr. Schmidmaier has held prominent positions at prestigious medical institutions, including the Charité University Hospital in Berlin and the University Hospital Heidelberg, where he currently serves as the head of the Department of Accident and Reconstructive Surgery. In addition to his clinical work, Dr. Schmidmaier is actively involved in research and has published an impressive number of scientific papers, totaling 298 publications. This demonstrates his commitment to advancing medical knowledge and finding innovative solutions for his patients. Throughout his career, Dr. Schmidmaier has been recognized for his contributions to the field. He has received numerous awards, including the Hans Liniger Award and the New Researcher Recognition Award from the Orthopedic Research Society. Dr. Schmidmaier is a member of several prestigious medical societies, including the German Society of Surgery, the German Society of Traumatic Surgery, and the European Society of Biomaterials. With his extensive experience, impressive research contributions, and dedication to patient care, Prof. Dr. med. Gerhard Schmidmaier is a highly respected doctor who can provide specialized and effective treatment in orthopedics and traumatology."
Prof. Dr. med. Matthias Karck,"Prof. Dr. med. Matthias Karck is a highly experienced and respected thoracic and cardiovascular surgeon with 37 years of experience. He is currently the Professor and Chairman of the Department of cardiac surgery at University Hospital Heidelberg in Germany. Dr. Karck's impressive career includes numerous notable achievements and qualifications. He obtained his medical degree from the Christian Albrechts University in Kiel and completed his surgical residency at the Hannover Medical School under the guidance of renowned surgeons. He has also received specializations in vascular surgery and thoracic and cardiovascular surgery. One of Dr. Karck's notable contributions to the field is his extensive research and publication work, with 434 scientific publications. His research focuses on essential topics, including the genetic causes of bicuspid aortic valve disease, treating acute aortic dissection, and managing Marfan syndrome. His publications showcase his expertise and commitment to advancing the field. Dr. Karck's position as Professor and Chairman at University Hospital Heidelberg speaks to his reputation and leadership within the medical community. His wealth of experience, specialization, and research interests make him highly skilled and knowledgeable. Patients can trust that they are in capable hands with Prof. Dr. med. Matthias Karck."
Prof. Dr. med. Tsvetomir Loukanov,"Prof. Dr. med. Tsvetomir Loukanov is a highly experienced cardiac and pediatric heart surgeon with over 31 years of experience. He currently heads the Department of Pediatric Cardiac Surgery and Congenital Heart Defects at the University Hospital Heidelberg in Germany. Dr. Loukanov has an impressive CV, including a doctorate in ""Tracheal Stenosis and Congenital Heart Defects"" and additional specializations in heart and pediatric heart surgery. With over 82 scientific publications, Dr. Loukanov is actively involved in research and innovation in his field. His publications cover a wide range of topics, including the impact of right ventricular pressure load after repair of Tetralogy of Fallot and the assessment of suspected vascular rings and airway pathologies using magnetic resonance imaging. These publications highlight Dr. Loukanov's expertise and dedication to improving patient outcomes. As the head of the pediatric cardiac surgery department, Dr. Loukanov brings knowledge and skills to his practice. He has received prestigious awards and commendations throughout his career, including the Golden Hippocrates Prize and a German Cancer Research Center stipend. Dr. Loukanov's extensive experience, specialized training, and commitment to research make him a highly respected and trusted surgeon in cardiac and pediatric heart surgery."
Prof. Dr. Ertan Okmen,"Prof. Dr. Ertan Okmen is a highly experienced cardiologist with over 41 years of practice in the field. He graduated from the Faculty of Medicine at Istanbul University in 1982 and furthered his training by completing an internship at the Texas Heart Institute in the USA. Dr. Okmen has also received specialized heart failure and cardiac transplantation training at Johns Hopkins University. Throughout his career, Dr. Okmen has worked at various prestigious institutions such as Numune Hospital, Siyami Ersek Cardiology Center, and Hisar Clinic. He practices at the Department of Cardiology in Anadolu Medical Centre in Gebze, Turkey. He is a member of the Turkey Association of Cardiologists, the European Society of Cardiology, and the World Society of Heart Failure. Dr. Okmen's expertise is showcased through his numerous scientific publications, including studies on coronary artery abnormalities, aortic valve anomalies, and the impact of different treatments on myocardial damage. His research and commitment to advancing treatment options for heart conditions demonstrate his dedication to providing the best possible care for his patients. With his extensive experience, specialized training, and active involvement in the scientific community, Prof. Dr. Ertan Okmen is a highly skilled cardiologist who offers exceptional expertise in the field of cardiology. Through his knowledge and dedication, he strives to deliver his patients the best possible care and treatment."
Dr. Resmiye Besikci,"Dr. Resmiye Besikci is a highly experienced pediatric cardiologist with 29 years of experience. She graduated from Ankara University Medical University and completed her specialization in pediatrics at Bakırkoy Gynecology-Obstetric and Pediatric Hospital. She further pursued a sub-specialty in pediatric cardiology at Istanbul University Cardiology Institute, where she gained expertise in fetal echocardiography and intraoperative transesophageal echocardiography. Dr. Besikci has also completed additional training in heart catheterization for congenital heart diseases and basic life support. Dr. Besikci is currently practicing at the Anadolu Medical Centre in Gebze, Turkey, specifically in the Department of Pediatric Cardiology. She is a member of prestigious medical associations, including the Turkish Pediatric Cardiology Society, the Turkish Cardiology Society, and the European Society of Cardiology. With 17 scientific publications, Dr. Besikci has significantly contributed to pediatric cardiology. Her research interests include surgical treatment of standard arterial trunks in patients beyond the first year of life, anomalous origin of the left subclavian artery from the pulmonary artery, and tetralogy of Fallot with absent pulmonary valve. Her expertise in diagnosing and treating complex cardiac conditions in children has made her highly regarded by her peers and patients. Dr. Besikci's extensive knowledge, experience, and commitment to advancing pediatric cardiology make her an excellent choice for families seeking specialized care for their children's heart health. Her dedication to ongoing research and publications demonstrates her passion for improving outcomes and providing her patients the best possible treatment options."
Prof. Dr. Savas Kansoy,"Prof. Dr. Savas Kansoy is a highly experienced doctor with 45 years of practice in pediatrics, oncology, and hematology, mainly specializing in bone marrow transplants. With a stellar career, Dr. Kansoy has obtained various certifications and completed specialized courses nationally and internationally. He has been recognized for his contributions to the field, including being awarded for his research on Thrombotic parameters in bone marrow stem cell transplant patients. Dr. Kansoy practices at Anadolu Medical Centre in Gebze, Turkey, specifically in the Department of Hematology, Oncology, and Bone Marrow Transplant. His expertise and dedication have made him a valuable member of several medical associations, including the Turkish Medical Association and the Turkish National Pediatric Association. Dr. Kansoy’s career highlights his commitment to advancing research and improving treatment outcomes. His involvement in numerous professional organizations and research activities showcase his passion for delivering excellent care and making significant contributions to the medical community. Patients can trust Dr. Kansoy's extensive experience and expertise in pediatrics, oncology, and hematology, particularly in bone marrow transplants, ensuring they receive the best care for their conditions."
Prof. Dr. Hasim Ustunsoy,"Prof. Dr. Hasim Ustunsoy is a highly experienced cardiothoracic surgeon with an impressive career spanning 37 years. He graduated from Ankara University, Faculty of Political Sciences, in 1979 and completed his medical degree at Hacettepe University, Faculty of Medicine, in 1984. Dr. Ustunsoy has specialized in cardiovascular surgery and has worked in various prestigious medical centers in Turkey and abroad. He has held positions such as Associate Professor and Professor at Gaziantep University, where he also served as Head of the Department of Cardiovascular Surgery. Currently, he is the Director of the Department of cardiovascular surgery at Anadolu Medical Centre in Turkey, specifically in Gebze. Dr. Ustunsoy is a member of numerous medical associations in Turkey and internationally, including the Turkish Society for Cardiovascular Surgery, the European Society for Vascular Surgery, and the Society of Thoracic Surgeons. With over 52 scientific publications, his research focuses on various aspects of cardiovascular surgery. His vast experience, extensive knowledge, and dedication to his field make Dr. Hasim Ustunsoy a highly respected and sought-after surgeon. Patients can trust in his expertise and innovative approach to provide the best possible care for their cardiovascular health."
Prof. Dr. Cihan Top,"Prof. Dr. Cihan Top is a highly experienced doctor specializing in internal medicine and check-ups. With 33 years of experience, he has established himself as a reputable figure in the medical field. Dr. Top graduated from the Gulhane Military Medical Academy in 1990 and specialized in Internal Medicine at GATA Ankara, Faculty of Medicine Education Hospital. He further expanded his expertise by completing an intensive care program at GATA Haydarpasa Training Hospital and earning the titles of Associate Professor in 2003 and Professor in 2009. Dr. Top's career spans various esteemed institutions such as the Aegean Army Commandership Headquarters and Florence Nightingale Kadikoy Hospital. Currently, he practices at the Anadolu Medical Center in Gebze, Turkey, specifically in the Department of Internal Medicine and Check-up. Dr. Top is a member of several professional medical associations, including the Turkish Internal Medicine Specialist Association, the Turkish Intensive Care Society, the Turkish Diabetes Association, and the Turkish Obesity Research Society. With 62 scientific publications to his name, Dr. Top contributes significantly to medicine. His research focuses on various areas, including rheumatoid arthritis, hepatotoxicity, hospital-acquired infections, hemorrhagic shock, diabetic foot infections, and schizophrenia. These publications showcase his dedication to advancing medical knowledge and finding innovative approaches to improve patient care. Prof. Dr. Cihan Top's extensive experience, expertise in internal medicine, and dedication to research make him a highly competent and respected doctor. He continues contributing to the medical field by working at the Anadolu Medical Center, providing exceptional patient care, and staying at the forefront of medical advancements."
